fips,above_average_vax_rate
05079,Voted Republican and Below Average Vaccination Rate
05081,Voted Republican and Below Average Vaccination Rate
05083,Voted Republican and Below Average Vaccination Rate
05085,Voted Republican and Below Average Vaccination Rate
05087,Voted Republican and Below Average Vaccination Rate
05089,Voted Republican and Below Average Vaccination Rate
05091,Voted Republican and Below Average Vaccination Rate
05093,Voted Republican and Below Average Vaccination Rate
05095,Voted Republican and Above Average Vaccination Rate
05097,Voted Republican and Below Average Vaccination Rate
05099,Voted Republican and Below Average Vaccination Rate
05101,Voted Republican and Below Average Vaccination Rate
05103,Voted Republican and Above Average Vaccination Rate
05105,Voted Republican and Above Average Vaccination Rate
05107,Voted Democrat and Above Average Vaccination Rate
05109,Voted Republican and Below Average Vaccination Rate
05111,Voted Republican and Below Average Vaccination Rate
05113,Voted Republican and Below Average Vaccination Rate
05115,Voted Republican and Above Average Vaccination Rate
05117,Voted Republican and Below Average Vaccination Rate
05119,Voted Democrat and Above Average Vaccination Rate
05121,Voted Republican and Below Average Vaccination Rate
05123,Voted Democrat and Above Average Vaccination Rate
05125,Voted Republican and Below Average Vaccination Rate
05127,Voted Republican and Above Average Vaccination Rate
05129,Voted Republican and Below Average Vaccination Rate
05131,Voted Republican and Above Average Vaccination Rate
05133,Voted Republican and Below Average Vaccination Rate
05135,Voted Republican and Below Average Vaccination Rate
05137,Voted Republican and Below Average Vaccination Rate
05139,Voted Republican and Above Average Vaccination Rate
05141,Voted Republican and Below Average Vaccination Rate
05143,Voted Republican and Above Average Vaccination Rate
05145,Voted Republican and Below Average Vaccination Rate
05147,Voted Republican and Above Average Vaccination Rate
05149,Voted Republican and Below Average Vaccination Rate
06001,Voted Democrat and Above Average Vaccination Rate
06005,Voted Republican and Above Average Vaccination Rate
06007,Voted Democrat and Above Average Vaccination Rate
06009,Voted Republican and Above Average Vaccination Rate
06011,Voted Republican and Above Average Vaccination Rate
06013,Voted Democrat and Above Average Vaccination Rate
06015,Voted Republican and Below Average Vaccination Rate
06017,Voted Republican and Above Average Vaccination Rate
06019,Voted Democrat and Above Average Vaccination Rate
06021,Voted Republican and Above Average Vaccination Rate
06023,Voted Democrat and Above Average Vaccination Rate
06025,Voted Democrat and Above Average Vaccination Rate
06029,Voted Republican and Above Average Vaccination Rate
06031,Voted Republican and Below Average Vaccination Rate
06033,Voted Democrat and Above Average Vaccination Rate
06035,Voted Republican and Below Average Vaccination Rate
06037,Voted Democrat and Above Average Vaccination Rate
06039,Voted Republican and Above Average Vaccination Rate
06041,Voted Democrat and Above Average Vaccination Rate
06045,Voted Democrat and Above Average Vaccination Rate
06047,Voted Democrat and Above Average Vaccination Rate
06053,Voted Democrat and Above Average Vaccination Rate
06055,Voted Democrat and Above Average Vaccination Rate
06057,Voted Democrat and Above Average Vaccination Rate
06059,Voted Democrat and Above Average Vaccination Rate
06061,Voted Republican and Above Average Vaccination Rate
06065,Voted Democrat and Above Average Vaccination Rate
06067,Voted Democrat and Above Average Vaccination Rate
06069,Voted Democrat and Above Average Vaccination Rate
06071,Voted Democrat and Above Average Vaccination Rate
06073,Voted Democrat and Above Average Vaccination Rate
06077,Voted Democrat and Above Average Vaccination Rate
06079,Voted Democrat and Above Average Vaccination Rate
06081,Voted Democrat and Above Average Vaccination Rate
06083,Voted Democrat and Above Average Vaccination Rate
06085,Voted Democrat and Above Average Vaccination Rate
06087,Voted Democrat and Above Average Vaccination Rate
06089,Voted Republican and Above Average Vaccination Rate
06093,Voted Republican and Above Average Vaccination Rate
06095,Voted Democrat and Above Average Vaccination Rate
06097,Voted Democrat and Above Average Vaccination Rate
06099,Voted Democrat and Above Average Vaccination Rate
06101,Voted Republican and Above Average Vaccination Rate
06103,Voted Republican and Below Average Vaccination Rate
06107,Voted Republican and Above Average Vaccination Rate
06109,Voted Republican and Above Average Vaccination Rate
06111,Voted Democrat and Above Average Vaccination Rate
06113,Voted Democrat and Above Average Vaccination Rate
06115,Voted Republican and Above Average Vaccination Rate
08001,Voted Democrat and Above Average Vaccination Rate
08003,Voted Republican and Above Average Vaccination Rate
08005,Voted Democrat and Above Average Vaccination Rate
08007,Voted Republican and Above Average Vaccination Rate
08011,Voted Republican and Below Average Vaccination Rate
08013,Voted Democrat and Above Average Vaccination Rate
08015,Voted Democrat and Above Average Vaccination Rate
08019,Voted Democrat and Below Average Vaccination Rate
08021,Voted Republican and Below Average Vaccination Rate
08025,Voted Republican and Below Average Vaccination Rate
08027,Voted Republican and Below Average Vaccination Rate
08029,Voted Republican and Below Average Vaccination Rate
08033,Voted Republican and Below Average Vaccination Rate
08035,Voted Republican and Above Average Vaccination Rate
08037,Voted Democrat and Above Average Vaccination Rate
08039,Voted Republican and Below Average Vaccination Rate
08041,Voted Republican and Above Average Vaccination Rate
08043,Voted Republican and Below Average Vaccination Rate
08045,Voted Democrat and Above Average Vaccination Rate
08047,Voted Democrat and Above Average Vaccination Rate
08049,Voted Republican and Above Average Vaccination Rate
08051,Voted Democrat and Above Average Vaccination Rate
08055,Voted Republican and Above Average Vaccination Rate
08059,Voted Democrat and Above Average Vaccination Rate
08061,Voted Republican and Below Average Vaccination Rate
08063,Voted Republican and Below Average Vaccination Rate
08065,Voted Democrat and Above Average Vaccination Rate
08067,Voted Democrat and Above Average Vaccination Rate
08069,Voted Democrat and Above Average Vaccination Rate
08075,Voted Republican and Below Average Vaccination Rate
08077,Voted Republican and Below Average Vaccination Rate
08081,Voted Republican and Below Average Vaccination Rate
08083,Voted Republican and Above Average Vaccination Rate
08085,Voted Republican and Below Average Vaccination Rate
08087,Voted Republican and Below Average Vaccination Rate
08089,Voted Republican and Below Average Vaccination Rate
08091,Voted Democrat and Above Average Vaccination Rate
08093,Voted Republican and Below Average Vaccination Rate
08095,Voted Republican and Above Average Vaccination Rate
08097,Voted Democrat and Above Average Vaccination Rate
08099,Voted Republican and Below Average Vaccination Rate
08101,Voted Democrat and Above Average Vaccination Rate
08103,Voted Republican and Below Average Vaccination Rate
08105,Voted Republican and Above Average Vaccination Rate
08107,Voted Democrat and Above Average Vaccination Rate
08109,Voted Democrat and Below Average Vaccination Rate
08111,Voted Democrat and Above Average Vaccination Rate
08113,Voted Democrat and Above Average Vaccination Rate
08115,Voted Republican and Above Average Vaccination Rate
08117,Voted Democrat and Above Average Vaccination Rate
08119,Voted Republican and Below Average Vaccination Rate
08121,Voted Republican and Below Average Vaccination Rate
08123,Voted Republican and Above Average Vaccination Rate
08125,Voted Republican and Below Average Vaccination Rate
09001,Voted Democrat and Above Average Vaccination Rate
09003,Voted Democrat and Above Average Vaccination Rate
09005,Voted Republican and Above Average Vaccination Rate
09007,Voted Democrat and Above Average Vaccination Rate
09009,Voted Democrat and Above Average Vaccination Rate
09011,Voted Democrat and Above Average Vaccination Rate
09013,Voted Democrat and Above Average Vaccination Rate
09015,Voted Republican and Above Average Vaccination Rate
010001,Voted Democrat and Above Average Vaccination Rate
010003,Voted Democrat and Above Average Vaccination Rate
010005,Voted Republican and Above Average Vaccination Rate
12001,Voted Democrat and Above Average Vaccination Rate
12003,Voted Republican and Below Average Vaccination Rate
12005,Voted Republican and Above Average Vaccination Rate
12007,Voted Republican and Below Average Vaccination Rate
12009,Voted Republican and Above Average Vaccination Rate
12011,Voted Democrat and Above Average Vaccination Rate
12013,Voted Republican and Below Average Vaccination Rate
12015,Voted Republican and Above Average Vaccination Rate
12017,Voted Republican and Above Average Vaccination Rate
12019,Voted Republican and Above Average Vaccination Rate
12021,Voted Republican and Above Average Vaccination Rate
12023,Voted Republican and Below Average Vaccination Rate
12027,Voted Republican and Below Average Vaccination Rate
12029,Voted Republican and Below Average Vaccination Rate
12031,Voted Democrat and Above Average Vaccination Rate
12033,Voted Republican and Above Average Vaccination Rate
12035,Voted Republican and Above Average Vaccination Rate
12037,Voted Republican and Below Average Vaccination Rate
12039,Voted Democrat and Above Average Vaccination Rate
12041,Voted Republican and Below Average Vaccination Rate
12043,Voted Republican and Below Average Vaccination Rate
12045,Voted Republican and Above Average Vaccination Rate
12047,Voted Republican and Below Average Vaccination Rate
12049,Voted Republican and Below Average Vaccination Rate
12051,Voted Republican and Above Average Vaccination Rate
12053,Voted Republican and Above Average Vaccination Rate
12055,Voted Republican and Above Average Vaccination Rate
12057,Voted Democrat and Above Average Vaccination Rate
12059,Voted Republican and Below Average Vaccination Rate
12061,Voted Republican and Above Average Vaccination Rate
12063,Voted Republican and Below Average Vaccination Rate
12065,Voted Republican and Above Average Vaccination Rate
12067,Voted Republican and Below Average Vaccination Rate
12069,Voted Republican and Above Average Vaccination Rate
12071,Voted Republican and Above Average Vaccination Rate
12073,Voted Democrat and Above Average Vaccination Rate
12075,Voted Republican and Below Average Vaccination Rate
12077,Voted Republican and Below Average Vaccination Rate
12079,Voted Republican and Below Average Vaccination Rate
12081,Voted Republican and Above Average Vaccination Rate
12083,Voted Republican and Above Average Vaccination Rate
12085,Voted Republican and Above Average Vaccination Rate
12086,Voted Democrat and Above Average Vaccination Rate
12087,Voted Republican and Above Average Vaccination Rate
12089,Voted Republican and Above Average Vaccination Rate
12091,Voted Republican and Above Average Vaccination Rate
12093,Voted Republican and Below Average Vaccination Rate
12095,Voted Democrat and Above Average Vaccination Rate
12097,Voted Democrat and Above Average Vaccination Rate
12099,Voted Democrat and Above Average Vaccination Rate
12101,Voted Republican and Above Average Vaccination Rate
12103,Voted Democrat and Above Average Vaccination Rate
12105,Voted Republican and Above Average Vaccination Rate
12107,Voted Republican and Below Average Vaccination Rate
12109,Voted Republican and Above Average Vaccination Rate
12111,Voted Republican and Above Average Vaccination Rate
12113,Voted Republican and Above Average Vaccination Rate
12115,Voted Republican and Above Average Vaccination Rate
12117,Voted Democrat and Above Average Vaccination Rate
12119,Voted Republican and Above Average Vaccination Rate
12121,Voted Republican and Below Average Vaccination Rate
12123,Voted Republican and Below Average Vaccination Rate
12125,Voted Republican and Below Average Vaccination Rate
12127,Voted Republican and Above Average Vaccination Rate
12129,Voted Republican and Below Average Vaccination Rate
12131,Voted Republican and Above Average Vaccination Rate
12133,Voted Republican and Below Average Vaccination Rate
13001,Voted Republican and Below Average Vaccination Rate
13003,Voted Republican and Below Average Vaccination Rate
13007,Voted Republican and Below Average Vaccination Rate
13009,Voted Democrat and Below Average Vaccination Rate
13011,Voted Republican and Below Average Vaccination Rate
13015,Voted Republican and Below Average Vaccination Rate
13017,Voted Republican and Below Average Vaccination Rate
13021,Voted Democrat and Below Average Vaccination Rate
13023,Voted Republican and Below Average Vaccination Rate
13025,Voted Republican and Below Average Vaccination Rate
13027,Voted Republican and Below Average Vaccination Rate
13029,Voted Republican and Below Average Vaccination Rate
13031,Voted Republican and Below Average Vaccination Rate
13033,Voted Republican and Above Average Vaccination Rate
13035,Voted Republican and Below Average Vaccination Rate
13037,Voted Democrat and Below Average Vaccination Rate
13039,Voted Republican and Below Average Vaccination Rate
13043,Voted Republican and Below Average Vaccination Rate
13045,Voted Republican and Below Average Vaccination Rate
13047,Voted Republican and Below Average Vaccination Rate
13049,Voted Republican and Below Average Vaccination Rate
13051,Voted Democrat and Below Average Vaccination Rate
13053,Voted Republican and Above Average Vaccination Rate
13055,Voted Republican and Below Average Vaccination Rate
13057,Voted Republican and Below Average Vaccination Rate
13059,Voted Democrat and Below Average Vaccination Rate
13061,Voted Democrat and Below Average Vaccination Rate
13063,Voted Democrat and Below Average Vaccination Rate
13065,Voted Republican and Below Average Vaccination Rate
13067,Voted Democrat and Below Average Vaccination Rate
13069,Voted Republican and Below Average Vaccination Rate
13071,Voted Republican and Below Average Vaccination Rate
13073,Voted Republican and Below Average Vaccination Rate
13075,Voted Republican and Below Average Vaccination Rate
13077,Voted Republican and Below Average Vaccination Rate
13079,Voted Republican and Below Average Vaccination Rate
13081,Voted Republican and Below Average Vaccination Rate
13083,Voted Republican and Below Average Vaccination Rate
13085,Voted Republican and Below Average Vaccination Rate
13087,Voted Republican and Below Average Vaccination Rate
13089,Voted Democrat and Below Average Vaccination Rate
13091,Voted Republican and Below Average Vaccination Rate
13093,Voted Republican and Below Average Vaccination Rate
13097,Voted Democrat and Below Average Vaccination Rate
13101,Voted Republican and Below Average Vaccination Rate
13103,Voted Republican and Below Average Vaccination Rate
13105,Voted Republican and Below Average Vaccination Rate
13107,Voted Republican and Below Average Vaccination Rate
13111,Voted Republican and Below Average Vaccination Rate
13113,Voted Republican and Below Average Vaccination Rate
13117,Voted Republican and Below Average Vaccination Rate
13121,Voted Democrat and Below Average Vaccination Rate
13123,Voted Republican and Below Average Vaccination Rate
13125,Voted Republican and Below Average Vaccination Rate
13127,Voted Republican and Above Average Vaccination Rate
13131,Voted Republican and Below Average Vaccination Rate
13133,Voted Republican and Below Average Vaccination Rate
13135,Voted Democrat and Below Average Vaccination Rate
13137,Voted Republican and Below Average Vaccination Rate
13139,Voted Republican and Below Average Vaccination Rate
13141,Voted Democrat and Below Average Vaccination Rate
13143,Voted Republican and Below Average Vaccination Rate
13145,Voted Republican and Below Average Vaccination Rate
13147,Voted Republican and Below Average Vaccination Rate
13151,Voted Democrat and Below Average Vaccination Rate
13153,Voted Republican and Below Average Vaccination Rate
13155,Voted Republican and Below Average Vaccination Rate
13157,Voted Republican and Below Average Vaccination Rate
13159,Voted Republican and Below Average Vaccination Rate
13161,Voted Republican and Below Average Vaccination Rate
13163,Voted Democrat and Below Average Vaccination Rate
13165,Voted Republican and Below Average Vaccination Rate
13167,Voted Republican and Below Average Vaccination Rate
13169,Voted Republican and Below Average Vaccination Rate
13171,Voted Republican and Below Average Vaccination Rate
13173,Voted Republican and Below Average Vaccination Rate
13175,Voted Republican and Below Average Vaccination Rate
13179,Voted Democrat and Above Average Vaccination Rate
13181,Voted Republican and Below Average Vaccination Rate
13183,Voted Republican and Below Average Vaccination Rate
13185,Voted Republican and Below Average Vaccination Rate
13189,Voted Republican and Below Average Vaccination Rate
13191,Voted Republican and Below Average Vaccination Rate
13197,Voted Republican and Below Average Vaccination Rate
13199,Voted Republican and Below Average Vaccination Rate
13201,Voted Republican and Below Average Vaccination Rate
13205,Voted Republican and Below Average Vaccination Rate
13209,Voted Republican and Below Average Vaccination Rate
13211,Voted Republican and Below Average Vaccination Rate
13213,Voted Republican and Below Average Vaccination Rate
13215,Voted Democrat and Below Average Vaccination Rate
13217,Voted Democrat and Below Average Vaccination Rate
13221,Voted Republican and Below Average Vaccination Rate
13223,Voted Republican and Below Average Vaccination Rate
13225,Voted Republican and Below Average Vaccination Rate
13227,Voted Republican and Below Average Vaccination Rate
13229,Voted Republican and Below Average Vaccination Rate
13231,Voted Republican and Below Average Vaccination Rate
13235,Voted Republican and Below Average Vaccination Rate
13237,Voted Republican and Below Average Vaccination Rate
13239,Voted Republican and Below Average Vaccination Rate
13241,Voted Republican and Below Average Vaccination Rate
13243,Voted Democrat and Below Average Vaccination Rate
13245,Voted Democrat and Below Average Vaccination Rate
13247,Voted Democrat and Below Average Vaccination Rate
13251,Voted Republican and Below Average Vaccination Rate
13253,Voted Republican and Below Average Vaccination Rate
13255,Voted Republican and Below Average Vaccination Rate
13257,Voted Republican and Below Average Vaccination Rate
13259,Voted Democrat and Below Average Vaccination Rate
13261,Voted Democrat and Below Average Vaccination Rate
13263,Voted Democrat and Below Average Vaccination Rate
13265,Voted Democrat and Below Average Vaccination Rate
13267,Voted Republican and Below Average Vaccination Rate
13269,Voted Republican and Below Average Vaccination Rate
13271,Voted Republican and Below Average Vaccination Rate
13273,Voted Democrat and Below Average Vaccination Rate
13275,Voted Republican and Below Average Vaccination Rate
13277,Voted Republican and Below Average Vaccination Rate
13279,Voted Republican and Below Average Vaccination Rate
13281,Voted Republican and Below Average Vaccination Rate
13283,Voted Republican and Below Average Vaccination Rate
13287,Voted Republican and Below Average Vaccination Rate
13289,Voted Republican and Below Average Vaccination Rate
13291,Voted Republican and Below Average Vaccination Rate
13293,Voted Republican and Below Average Vaccination Rate
13295,Voted Republican and Below Average Vaccination Rate
13297,Voted Republican and Below Average Vaccination Rate
13299,Voted Republican and Below Average Vaccination Rate
13301,Voted Democrat and Below Average Vaccination Rate
13303,Voted Democrat and Below Average Vaccination Rate
13305,Voted Republican and Below Average Vaccination Rate
13307,Voted Republican and Below Average Vaccination Rate
13309,Voted Republican and Below Average Vaccination Rate
13311,Voted Republican and Below Average Vaccination Rate
13313,Voted Republican and Below Average Vaccination Rate
13315,Voted Republican and Below Average Vaccination Rate
13319,Voted Republican and Below Average Vaccination Rate
13321,Voted Republican and Below Average Vaccination Rate
16001,Voted Republican and Above Average Vaccination Rate
16003,Voted Republican and Below Average Vaccination Rate
16005,Voted Republican and Above Average Vaccination Rate
16007,Voted Republican and Below Average Vaccination Rate
16009,Voted Republican and Above Average Vaccination Rate
16011,Voted Republican and Below Average Vaccination Rate
16013,Voted Democrat and Above Average Vaccination Rate
16015,Voted Republican and Below Average Vaccination Rate
16017,Voted Republican and Below Average Vaccination Rate
16019,Voted Republican and Above Average Vaccination Rate
16021,Voted Republican and Below Average Vaccination Rate
16023,Voted Republican and Below Average Vaccination Rate
16025,Voted Republican and Below Average Vaccination Rate
16027,Voted Republican and Below Average Vaccination Rate
16029,Voted Republican and Below Average Vaccination Rate
16031,Voted Republican and Below Average Vaccination Rate
16033,Voted Republican and Below Average Vaccination Rate
16035,Voted Republican and Below Average Vaccination Rate
16037,Voted Republican and Below Average Vaccination Rate
16039,Voted Republican and Above Average Vaccination Rate
16041,Voted Republican and Below Average Vaccination Rate
16043,Voted Republican and Below Average Vaccination Rate
16045,Voted Republican and Below Average Vaccination Rate
16047,Voted Republican and Below Average Vaccination Rate
16049,Voted Republican and Below Average Vaccination Rate
16051,Voted Republican and Below Average Vaccination Rate
16053,Voted Republican and Below Average Vaccination Rate
16055,Voted Republican and Below Average Vaccination Rate
16057,Voted Democrat and Above Average Vaccination Rate
16059,Voted Republican and Below Average Vaccination Rate
16061,Voted Republican and Above Average Vaccination Rate
16063,Voted Republican and Below Average Vaccination Rate
16065,Voted Republican and Above Average Vaccination Rate
16067,Voted Republican and Below Average Vaccination Rate
16069,Voted Republican and Above Average Vaccination Rate
16071,Voted Republican and Below Average Vaccination Rate
16073,Voted Republican and Below Average Vaccination Rate
16075,Voted Republican and Below Average Vaccination Rate
16077,Voted Republican and Above Average Vaccination Rate
16079,Voted Republican and Below Average Vaccination Rate
16081,Voted Democrat and Above Average Vaccination Rate
16083,Voted Republican and Below Average Vaccination Rate
16085,Voted Republican and Above Average Vaccination Rate
16087,Voted Republican and Below Average Vaccination Rate
17001,Voted Republican and Above Average Vaccination Rate
17003,Voted Republican and Below Average Vaccination Rate
17005,Voted Republican and Above Average Vaccination Rate
17007,Voted Republican and Above Average Vaccination Rate
17009,Voted Republican and Below Average Vaccination Rate
17011,Voted Republican and Above Average Vaccination Rate
17013,Voted Republican and Above Average Vaccination Rate
17015,Voted Republican and Above Average Vaccination Rate
17017,Voted Republican and Above Average Vaccination Rate
17019,Voted Democrat and Above Average Vaccination Rate
17021,Voted Republican and Below Average Vaccination Rate
17023,Voted Republican and Above Average Vaccination Rate
17025,Voted Republican and Below Average Vaccination Rate
17027,Voted Republican and Above Average Vaccination Rate
17029,Voted Republican and Below Average Vaccination Rate
17031,Voted Democrat and Above Average Vaccination Rate
17033,Voted Republican and Below Average Vaccination Rate
17035,Voted Republican and Below Average Vaccination Rate
17037,Voted Democrat and Above Average Vaccination Rate
17039,Voted Republican and Above Average Vaccination Rate
17041,Voted Republican and Below Average Vaccination Rate
17043,Voted Democrat and Above Average Vaccination Rate
17045,Voted Republican and Below Average Vaccination Rate
17047,Voted Republican and Below Average Vaccination Rate
17049,Voted Republican and Above Average Vaccination Rate
17051,Voted Republican and Below Average Vaccination Rate
17053,Voted Republican and Above Average Vaccination Rate
17055,Voted Republican and Below Average Vaccination Rate
17057,Voted Republican and Above Average Vaccination Rate
17059,Voted Republican and Above Average Vaccination Rate
17061,Voted Republican and Below Average Vaccination Rate
17063,Voted Republican and Above Average Vaccination Rate
17065,Voted Republican and Below Average Vaccination Rate
17067,Voted Republican and Below Average Vaccination Rate
17069,Voted Republican and Below Average Vaccination Rate
17071,Voted Republican and Below Average Vaccination Rate
17073,Voted Republican and Above Average Vaccination Rate
17075,Voted Republican and Below Average Vaccination Rate
17077,Voted Democrat and Above Average Vaccination Rate
17079,Voted Republican and Below Average Vaccination Rate
17081,Voted Republican and Below Average Vaccination Rate
17083,Voted Republican and Above Average Vaccination Rate
17085,Voted Republican and Above Average Vaccination Rate
17087,Voted Republican and Below Average Vaccination Rate
17089,Voted Democrat and Above Average Vaccination Rate
17091,Voted Republican and Above Average Vaccination Rate
17093,Voted Democrat and Above Average Vaccination Rate
17095,Voted Republican and Above Average Vaccination Rate
17097,Voted Democrat and Above Average Vaccination Rate
17099,Voted Republican and Above Average Vaccination Rate
17101,Voted Republican and Below Average Vaccination Rate
17103,Voted Republican and Above Average Vaccination Rate
17105,Voted Republican and Above Average Vaccination Rate
17107,Voted Republican and Above Average Vaccination Rate
17109,Voted Republican and Below Average Vaccination Rate
17111,Voted Republican and Above Average Vaccination Rate
17113,Voted Democrat and Above Average Vaccination Rate
17115,Voted Republican and Above Average Vaccination Rate
17117,Voted Republican and Above Average Vaccination Rate
17119,Voted Republican and Above Average Vaccination Rate
17121,Voted Republican and Below Average Vaccination Rate
17123,Voted Republican and Above Average Vaccination Rate
